product_name,barcode,ingredients,calories,sugar,fat,proteins,saturated_fat,fibers,sodium
Chef's Special Pasta & Pizza Sauce Herby Tomato,8906069401869,,215.0,24.03,9.98,2.1,16.06371991700539,6.79134255087409,220.7579540677684
Nutri Delite 2 in 1s,8903363007636,"WHEAT SOLIDS(46%)[REFINED WHEAT FLOUR (MAIDA)(33.3%), WHOLE WHEAT FLOUR (ATTA)(12.6%)] SUGAR, CORN FLOUR, OAT FLOUR, RICE FLOUR, COCOA POWDER(2.6%), LIQUID GLUCOSE, WHEAT BRAN, PALMOLEIN OIL, MALT EXTRACT, IODISED SALT, ARTIFICIAL FLAVOURING SUSTANCES - CHOCOLATE, VANILLA, HONEY, CALCIUM CARBONATE, SOYA LECITHIN (INS 322 (i)), MINERALS AND VITAMINS, NATURAL COLOUR (INS 150d), TOCOPHEROL (INS 307b)",387.5,32.7,2.9,6.5,11.889049920354644,1.2254457104379235,258.5473541262634
Black Pepper Powder,8902167000317,Black Pepper Powder,304.0,10.0,6.8,11.5,6.1544206348948,5.742245728594475,466.1133981447653
Crunchy Museli,8902710500028,,405.4,16.0,6.1,10.0,1.0000230493197075,14.407249278504088,12.761032332100278
Nestea,8901058869293,,255.0,1.0,8.0,3.0,15.525143184886177,7.537630515613659,97.51787556858986
Nacho Chips Creamy Cheese,8906007701013,,478.0,3.3,22.8,8.9,6.161814006550076,14.992071623618445,144.99892976667766
Mother Dairy Probiotic Tadka Chach,8901648002444,"Water, Milk, Milk Solids, lodized Salt, Spice Oleoresin (0.05%) (Capsaicin, Gingerol, Cuminaldehyde), Seasonings, Black Salt, Active Lactic Culture with probiotics Bifidobacterium animalis subsp. lactis (Viable no. 10° cfu/serving size/day).",20.0,1.2,1.2,1.2,17.7555335772689,9.719378503972148,466.1133981447653
Junior Horlicks Chocolate flavour,8901030820052,"Maltodextrin, Milk Solids (25%), Wheat Flour (Atta), Malted Barley (Extracted Solids) (13%), Sugar,Cocoa Powder, Minerals, Natural Colour [INS 150c],Nature Identical Flavouring Substances, Vitamins, Docosahexaenoic Acid (DHA)  powder from Schizochytrium sp. (0.26%), Edible lodized Salt, Acidity Regulator (INS 501(ii)].",376.0,32.0,4.0,12.0,4.054442062530031,2.687707390619664,263.01949608878306
Spicy Garlic 2 Minute Noodles,8901058002683,"Refined wheat flour (Maida), Palm oil, lodized salt, Wheat gluten, Thickeners (508&412), Acidity regulators (501 (i) & 500 (i)) and Humectant (451). Masala *TASTEMAKERⓇ: Mixed Spices (55.7%) (Garlic powder (36.4%), Red chilli flakes, Onion powder, Spice extract blend, Curry spice extract blend, Star anise powder Rosemary extract & Capsicum extract), Sugar, lodized salt, Thickener (508), Flavour enhancer (635), Palm oil, Starch and Acidity regulator (330). Allergen Note: Contains Wheat and Sesame. May Contain Oats, Milk and Soy.",331.0,1.9,12.1,7.7,12.78739367996874,2.1935588163180397,111.10605050522355
MDH BIRYANI MASALA,8902167000362,"Black Pepper, Cassia, Red Chillies (Deggi Mirch), Cardamom Amomum, Cloves, Caraway, Green Cardamom, Mace",256.0,10.0,13.53,8.6,6.1544206348948,9.098414610567188,407.81052922579113
Saffola Masala Millets,8901088772433,"Multigrain Mix (64.5Millet (41.1%) (Sorghum Milles, Pearl Millet Flakes}, Oats Flakes], Potato Flakes, Seasonmugar, lodised Salysed Vegetable Protein, Spices and Condiments&quot;, Starch, Acidity Malic acid), Potassium Chloride, Flavour enhancers (627, 631), Yeast ext sat Fiber], Dehydrated Vegetables (8.2%) [Carrot (2.8%), Onion (2.6%), French beans (...). Green Peas (0.5%)], Refined Rice bran Oil, Natural & Nature Identical Flavouring Substance, Masala Mix *Contains Turmeric, Coriander, Black Pepper, Cinnamon and Clove",377.0,5.71,8.86,8.0,6.161814006550076,3.856944942000259,310.91642568659927
Indian snacks salted peanuts,8904004404661,,643.0,10.0,51.9,20.6,5.690596742778877,5.111551328062171,107.21862835701295
Mayora Malkist Chocolate Flavored Sandwich Cracker Biscuits,8996001312490,"Refined Wheat Flour, Edible Vegetable Oil (Palmolein Oil)-contains Antioxidant (SHA), Sugar (33 Glucose Syrup, Milk Solids (4.729%) (SMP), Cocoa Powder (3.72%), Tapioca Starch, Leavening Agents, Edible Common Salt, Bakers Yeast, Malt Extract (0.48%), Butter, Emulsifier (Soy Lecithin), Vitamin Premix (Thiamine Mononitrate, Riboflavin, Pyridoxine Hydrochloride, Cyanocobalamin), Artificial Flavouring Substance (Chocolate)",488.0,21.3,21.3,7.6,0.784331570192846,3.860785552638054,69.21182115363999
Harvest Gold White Bread,8906020460010,"Refined Wheat Flour (Maida) (64.9%), Sugar, Yeast, lodized Salt, Gluten, Preservatives (282, 200), Soya Flour, Edible Vegetable Oil (Refined Soyabean Oil, Refined Palmolein Oil), Emulsifiers (481 (i), 472e, 415), Acidity Regulators (270, 297), Antioxidant (300), Flour Treatment Agent (516).",244.76,4.04,0.96,7.57,0.5096314364864687,9.886546943217889,338.2183360199814
Farmley Date Bites,8906120108904,,495.5,33.7,25.2,16.7,9.49707701072279,8.78770849788994,24.6018842274958
banana mari,605,,555.0,10.0,36.21,2.77,18.445297276960027,3.994820016749884,368.98371251650707
California In-Shell Walnuts,8906095120079,Walnuts (Whole),654.0,3.0,65.0,15.0,10.542652989481532,6.459176545689398,193.6669790978897
Caramel Chocolate Gold Ice Cream Bucket,8901262174145,,228.0,25.5,12.1,3.7,9.49707701072279,6.521719302592139,488.6963942306845
High protein super oats chocolate,8906127550850,"Rolled Oats (61%), Unsweetened Peanut Butter (26%), Alpino Supernatural (TM) Peanut Protein, Cocoa Powder, Nuts & Seed Mix (Chia Seeds, Almonds, Raisins, Sunflower Seeds), Monk Fruit Extract",457.77,5.0,18.6,22.0,19.739050038350292,9.542935899136012,487.598061021707
Fruit And Nut Energy Bar,8906009079707,,392.0,25.3,14.0,7.3,1.0000230493197075,13.322881192212067,129.6601918620949
Potato Popped Chips - Pasta Cheese,8906117090359,,444.0,7.2,14.0,6.8,6.161814006550076,14.992071623618445,188.04014439777376
Horlicks Chocolate,8901030978579,"Malted Cereals (Extracted Solids) (23%) [Barley Malt (13%), Wheat Malt (10%)], Cereal Extract (19%) [Barley (11%), Wheat (8%)], Partially Hydrolysed Cereal Solids, Sugar, Milk Solids (8%), Cocoa Powder (6%), Wheat Gluten, Minerals, Soy Protein Isolate, Emulsifier (INS 471), Liquid Glucose, Natural Colour (INS 150c), Nature Identical Flavouring Substances, Vitamins, Stabiliser (INS 412), Edible lodized Salt, Acidity Regulators [INS 501(ii), INS 500(ii)].",360.0,46.0,2.0,7.0,0.0,13.119423037571018,18.97647787573643
A2B Masala Chips,8907003500129,"Potato, Bengal gram dal flour, Rice flour, Refined palm superolein oil, White till, Asafoetida, lodised salt, Chilly powder.",449.0,10.0,29.2,8.0,7.553348365062512,11.246774451523589,189.86672586506697
Good Life MP Sharbati Atta,8902901029857,Wheat Flour (Atta),321.0,1.8,1.5,10.6,14.166461142567579,0.0,105.28850888227026
Instant Noodles,8908017962248,,371.0,2.0,0.57,14.5,9.49707701072279,8.7636638241365,156.3365466575034
Fortune Atta,8906007289139,Wheat flour,365.3,0.8,2.1,12.9,6.5740735821889595,11.96713136611336,167.578249469784
2-Minute Noodles,4987176108630,"Noodles: Refined wheat flour (Maida), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412), Acidity regulators (501 (i)&500 (i)) and Humectant (451(i)). 
Masala TASTEMAKER: Mixed spices (25.6%) (Onion powder, Coriander powder, Turmeric powder, Red chilli powder, Garlic powder, Cumin powder, Aniseed powder, Ginger powder, Fenugreek powder, Black pepper powder, Clove powder, Green cardamom powder & Nutmeg powder), Refined wheat flour (Maida), Hydrolysed groundnut protein, Sugar, Palm oil, Starch, Iodized salt, Thickener (508), Flavour enhancer (635), Toasted onion flakes, Acidity regulator (330), Colour (150d), Mineral and Wheat gluten.",384.0,1.8,12.5,8.2,7.834678064820691,5.869966118231777,69.21182115363999
Rice Popped Chips - Classic Salted,8906117090762,"RICE, RICE BRAN OIL, PULSES (12.4%), GREEN PEAS (8.2%), IODIZED SALT
CONTAINS SOY. MAY CONTAIN TRACES OF MILK.",447.0,0.8,13.6,10.8,5.91367850585084,6.710321657098728,497.9643448409737
crispy diet chidwa,8908022617218,"FLAKED RICE, BENGAL GRAM, EDIBLE VEGETABLE OIL (PALM), PEANUT, SKIM MILK POWDER, IODISED SALT, SUGAR, BLACK SALT.",357.0,4.8,33.0,8.0,17.907064273510212,10.799715895544734,107.21862835701295
Dryfruit Kachori,8906140881405,"Refined Wheat Flour(Maida) (35%), Edible Vegetable Oil (Palmolein), Date (12%), Raisin (10%), Bengal Gram Flour/ chick Pea Flour, Refined Sugar, Almond (7%, Edible Vegetable Fat (Partially Hydrogenated Palm), Cashew(7%), Red Chilli Powder, Dry Mango Powder, lodized Salt, Asafoetida, Dry Ginger Powder, Black Salt, Sesame Seed, Coriander Seed, ennel Seed, Coriander Powder, Cumin Powder, Cinnamon Powder, Clove Powder, Black Pepper Powder, Bay Leaf, Cardamom, Nutmeg, Mace.",400.0,8.57,17.1,5.71,12.190142552838623,10.38354895200455,63.3054383534348
Eggon White Grade A White Eggs,5060204123672,Eggs,128.0,10.0,8.0,13.3,16.187107227517576,10.309501661171005,297.4288062716998
Diced Cheese,8901262020558,,289.0,2.0,21.0,23.0,12.013303835521027,14.73026738652516,258.60908131176654
Plum Cake,8908800061046,"Flour (Wheat), Dry fruits, Sugar, Vegetable fat, Egg,Spices ,Palm oil, Caramel, Sugar syrup, Milk products,Preservative (E281) and added flavors.",382.86,36.0,16.9,5.61,18.445297276960027,4.3936513909708745,258.5473541262634
apis Honey,8906021920933,Organic Honey,332.4,82.82,13.53,0.28,9.954020511214276,9.373401378950295,188.04014439777376
BRITANNIA bourbon 500g,8901063139350,,493.5,37.0,20.3,5.0,0.784331570192846,0.45152031993385844,289.3622176661681
Honey and Spice Himalayan Wild Honey,8906112121034,Raw Honey,320.0,73.0,13.53,1.1,1.0243632131279548,13.300239505207033,89.17787586145344
Anand badamika,8906069721769,"Refined wheat Flour, Sugar, Butter, Almond (14%), Milk Solids",493.0,26.3,25.7,9.8,0.784331570192846,9.373401378950295,289.3622176661681
Family Wonder Bread,8906009991061,,232.0,10.13,1.33,5.92,1.0000230493197075,5.413472801828353,144.99892976667766
Sliced Black Olives,8901246003614,,137.0,10.0,13.0,0.5,5.249721633840336,6.699970060144198,105.28850888227026
Sweet Onion Sauce,8906069400084,,187.0,41.0,0.4,0.6,8.695705870978102,9.886546943217889,188.04014439777376
Bounce chocho,8909081001161,,455.0,35.7,13.9,5.6,1.5734885695083982,7.650009872523121,348.7614334953196
Greek Yoghurt Zero Added Sugar Mixed Berries,8906059636264,,89.98,5.995,2.2,6.996,6.684870694567718,5.413472801828353,487.598061021707
Sunfeast 5-grain Digestive,8901725016562,"REFINED WHEAT FLOUR (MAIDA) (37.8%), REFINED PALM OIL, JOWAR FLOUR (13.87 %), SUGAR, WHEAT BRAN (5.88%), INVERT SYRUP, RAGI FLOUR (2.1%), LIQUID GLUCOSE, MILK SOLIDS, CORN FLAKES (0.97%), RAISING AGENTS (INS 503, INS 500(ii)), IODIZED SALT, ROLLED OATS (0.42%), EMULSIFIERS [LECITHIN (FROM SOYABEAN), MOND-AND DI-GLYCERIDES OF FATTY ACIDS (FROM PALM OIL), DIACETYLTARTARIC AND FATTY ACID ESTERS OF GLYCEROL (FROM REFINED SUNFLOWER AND PALM OIL)), NATURAL FLAVOURS AND NATURAL FLAVOURING SUBSTANCES, ARTIFICIAL FLAVOURING SUBSTANCES (MILK, MALT, VANILLA) AND NATURE IDENTICAL FLAVOURING SUBSTANCES",474.0,20.7,20.4,7.9,0.20989013075968774,13.125116930082818,89.60550478004821
Tata Simply Better Cold Pressed Groundnut Oil,8904043906928,100% Cold Pressed Groundnut Oil,898.0,10.0,99.8,7.3,0.6058406222074942,9.9390038746605,350.5692944837279
Sizzling Hot Nacho,8901491002356,,520.0,4.9,27.7,7.4,18.98282219134133,12.514555730803265,56.43773688008959
X-press Instant Noodles Vegetable Flavour 70g,8906013030947,"wheat flour, palm oil, lodized salt, wheat gluten, thickener (e412), softening agent (e500ii), acidity regulator (e170i, e451i), lodized salt, flavour enhancers (e621, e627, e631), sugar, onion, maltodextrin (e1400), coriander, curry powder (turmeric, cumin, pepper, coriander, chilli, ginger, cinnamon, paprika) , garlic, chilli, turmeric, cumin, soybean, wheat, salt, maltodextrin and natural colour (e150d), acidity regulator (e330), black pepper,  ginger, cinnamon, clove, bay leaf, nutmeg, cardamom, mace, natural colour (150d), edible vegetable oil (palm olein), onion",481.0,1.5,21.0,10.0,10.50238330470168,4.3936513909708745,475.92738026645964
Veg Hakka Noodles,8901595853403,"Refined wheat flour (96%), wheat gluten, iodized salt, raising agents (INS 500(i), INS(ii), thickening and stabilizing agents (INS 451 (i), INS 339 (ii), INS 412), Acidity Regulators (INS 450 (iii), INS 501 (i))",373.33,10.0,1.0,12.0,6.1544206348948,0.0,369.7335276636138
Potato Chips (Plain Salted flavour) 20rs,8901491435000,"Potato, Edible Vegetable Oil (Palmolein, Sunflower Oil), Iodised Salt (1.5%)",548.0,0.6,35.0,6.7,10.542652989481532,2.24564803640535,212.91345024075804
Wheat Lachha Parantha,8906020580145,,300.0,10.0,11.0,7.0,11.998209578340592,13.322881192212067,374.6686196765607
Organic Mojito,8908013746040,,56.0,13.6,13.53,7.3,3.749749746083333,5.111551328062171,258.60908131176654
Almond Drink,8906059639197,"Water, Almond (4%), Emulsifier [INS322(ii)], Stabilizer (INS 418), Minerals, Vitamin Premix (Vit A and Vit D2)",25.0,0.2,1.9,1.7,5.249721633840336,7.6744967647124245,348.6260672362391
Sourdough. Pav,8906076131698,,251.0,10.0,2.0,10.0,6.303050414179277,4.065008546922558,261.88096694232
Bread,8906020589032,,285.3,4.0,2.9,9.6,19.401206058023686,10.978939797868732,374.6686196765607
Date Crown Bumaan,6291100212606,Wet Dates,321.0,73.0,13.53,2.8,16.665608551928393,11.64643423735873,368.98371251650707
Fuse bites,7622201521905,"filling (72%) [peanuts (19%), sugar, interesterified palm fat, liquid glucose, milk solids, hydrogenated palm oil, cocoa solids, invert sugar, humectant (glycerol), lodised salt, emulsifiers (soya lecithin, mono-and diglycerides of fatty acids), flavouring], chocolate flavoured coating (28%) [sugar, cocoa butter, milk solids, lactose (milk), cocoa nutrient nutrition infor typical value q (pe energy kj/100g energy kcal/100g fat (g)",547.0,44.2,33.1,7.9,11.889049920354644,2.687707390619664,188.04014439777376
ID Instant Filter Coffee Liquid (Bold),8906020580916,"Coffee blended with Chicory. This mixture contains Coffee (80%), Chicory (20%) and RO-purified Water.",28.4,10.0,13.53,1.1,0.0,9.373401378950295,200.8810364567867
Winkin cow thick Lassi classic,8901063146280,,62.0,11.6,1.2,1.2,15.525143184886177,11.980318404184445,0.0
The Whole Truth 71% Dark Chocolate,8906143890473,"cocoa(cocoa nibs (51%), cocoa butter (20%)), date powder(29%)",596.6,21.6,44.8,8.1,7.553348365062512,3.860785552638054,304.32696117574676
Nescafe Iced Latte,89008430,"Toned milk (87%), Sugar, Coffee (0.7%), Acidity regulator (340), Nature-Identical flavoring substances and Stabilizer (407). Contains Milk.",88.0,8.5,3.1,3.0,4.325548302497695,10.936300209741267,59.286971732345705
rich butter fruit cake,8906005618580,,428.6,30.7,24.7,5.2,6.288548202141677,3.2033373597878323,24.6018842274958
yippeei pasta cheese,8901725135201,,351.0,3.9,2.3,12.4,11.998209578340592,13.391677017124442,178.0306327286409
Dlecta 100 % cheese,8906010090869,,284.0,0.5,20.5,24.5,0.20989013075968774,13.300239505207033,416.4126136516763
First crop    Cream onion potato chips 50g,8905507002590,"Potato(56.1%),Refined PamolineOil,Sugar(Sucrose),Milk Solids(2.5%),Onion Powder(1%),Parsley,Iodize Salt,White Pepper Powder Contain Added Flavour(Natural and Nature Identical Flavouring Substances),Allergen Alert:Contains Milk,May Contain traces of Wheat,Peanut, Nuts, Sesame and Oats.",546.7,6.4,33.1,9.4,14.190644298141304,9.542935899136012,368.98371251650707
vanilla almond multigrain energy bar,8908005144007,"Whole Grains 27% (Brown Rice, Millets (Sammai, Foxtail), Rolled Oats (15%)), Honey 20%, Seeds 19% (Sunflower, Sesame, Chia), Almonds 16%, Dates, Rice Crispies, Peanut, protein Powder, Palm Sugar, Cinnamon. CONTAINS ADDED NATURAL FLAVOUR (Rosemary Extract, Vanilla Extract)",437.0,19.2,19.5,13.9,4.054442062530031,9.542935899136012,289.3622176661681
Raw Pressery 250ml pet Sugarcane Juice,8904258700557,"SUGARCANE JUICE (94%), LEMON JUICE, ANTIOXIDANT [(VITAMIN C-INS 300), INS 224] CONTAINS NATURALLY OCCURING SUGARS",78.4,17.7,0.1,0.94,11.269416231632974,2.1935588163180397,466.1133981447653
Ice Tea Lemon Flavour,8902080000586,,18.0,4.5,13.53,7.3,4.325548302497695,9.04903877488902,300.4584266704907
Kellogg's oats,8901499011534,"Rolled Oats (100%) Contains Oats. Kellogg's Oats is sourced from a facility that processes wheat, barley, nuts, soy and milk and may contain these in traces.",349.0,1.3,9.0,11.6,19.739050038350292,2.795030413937512,59.286971732345705
Dryfruit Mix,8903363011350,"Raisins, Almond, Cashew",524.91,24.41,32.98,13.58,2.2470393971667586,5.111551328062171,19.523226039327973
wai wai RTE Chicken noodles,8901741000910,,472.200012207031,10.0,19.0,9.0,16.3276824262512,9.373401378950295,309.6307538473482
Sago,8902901226690,Sago,358.0,3.3,13.53,0.2,2.8759278269756323,3.373263787299812,201.75491571670776
Parle hide &seek milano 125g,8901719130151,,522.0,31.6,26.7,5.2,15.72500163172097,13.789334841583347,276.0220444240334
Horlicks Classic Malt,8901030976179,"Malt (66.7%) [Barley (32%), Wheat Flour (Atta), Wheat, Millet], Milk Solids (14%), Sugar, Wheat Gluten, Minerals, Edible Iodized Salt, Soy Protein Isolate, Acidity Regulators [INS 501(ii), INS 500(ii)], Vitamins.",377.0,46.0,2.0,11.0,3.2042909546904323,8.78770849788994,413.26050640400234
Coconut crunchy,8904300201018,,394.0,19.3,20.0,5.0,9.49707701072279,14.992071623618445,482.24983928154194
Whey,748927066692,"Protein Blend (93%) (Whey Protein Isolate, Whey Protein Concentrate, Hydrolysed Whey Protein) (Emulsifier: INS 3221), Cocoa Powder (Processed With Alkali), Artificial Flavours (Chocolate, Vanilla), Sweetener (INS 950).",385.0,10.0,3.29,78.9,18.98282219134133,14.407249278504088,284.21135282488734
Chana Dal,8905532000332,Chana Dal,329.0,10.0,13.53,22.0,12.78739367996874,4.734004354696222,118.42919229832918
soya drink,8901071732796,,34.4,10.0,1.67,3.22,3.2042909546904323,10.733415909956767,338.781347222064
Cold Coffee Whey Protein Isolate + Concentrate,8906143891647,"Whey protein blend 79.19 (sunflower lecithin) whey protein isolate..... 42.0% whey protein concentrate 37.1% dates..... 9.5% coffee .... 5.4% whole milk powder 5.3% bromelain 0.6% monk fruit... 0.1% So what EXACTLY is in this protein powder? Let's get into it! Sunflower lecithin + Bromelain + Monk fruit = less than 1% WHEY PROTEIN BLEND MILK DATES O COFFEE CLEANEST PROTEIN. EVER. We've partnered with Trunativ to source our whey protein from USA & Europe - from one of the largest, most credible whey manufacturers in the world. We blend this protein at an ISO, HACCP GMP and US FDA certified facility. And we test every batch for purity. We are also approved by Trustified, India's first and only 100% blind Brook Trunativ Mark of Good PROTEIN 90",381.0,2.57,2.86,70.9,18.445297276960027,1.2254457104379235,178.0306327286409
Tang lemon,7622201763497,,388.0,92.8,13.53,7.3,4.000058962140989,1.2254457104379235,276.0220444240334
Happy happy biscuit - Parle - Parle,8901719130014,,489.0,10.0,20.1,5.8,10.449353621438433,9.886546943217889,87.69242446291442
Snacky,8906133100063,"Sugar, Cocoa Solids, Milk Solids, Edible Vegetables Oil, Say Lecithin, Hazelnut, Corn Flakes, Flour & Natural Flavours.",562.0,43.0,36.0,11.0,15.72500163172097,0.8389432724792832,118.42919229832918
Act II Caramel Bliss,8901512917805,"Liquid Glucose, Popped Corn (25.9%), Sugar, Table Butter, Caramel 1 (0.7%), lodized Salt, Raising Agent (Sodium Bicarbonate), Emulsifier (Lecithin), Refined Edible Palmolein Oil (TBHQ), Nature Identical Flavour (Caramel Butter) & Beta Carotene. Contains Milk, Soy and their products.",425.0,36.9,8.75,3.75,9.49707701072279,10.733415909956767,244.0813599809715
Whey Protein Cold Coffee,8906143891753,"whey isolate, whey concentrate, coffee, dates, milk, monk fruit juice concentrate, bromelain and sunflower lecithin.",381.0,2.57,2.86,70.9,0.6058406222074942,14.228157750471704,369.7335276636138
Nova nova Waffle Cookies,8908019726220,,404.0,29.0,21.8,6.0,13.71623722759192,6.459176545689398,50.90125282528837
Eggs,8906108680453,Eggs,128.0,10.0,8.0,13.3,8.608066265335136,10.936300209741267,475.92738026645964
Maggi veg atta noodles,8901058011067,"ResuItant Wheat Flour (Resultant Atta) (84.2%), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412), Humectants (451 (i) & 452(i)) and Acidity regulators (501 (1) & 500 STEMAKER:Mixed spices (22.5%) (&quot;Roasted spice mix powder (6.6%) (Coriander, Turmeric, Cumin, Aniseed, Black pepper, Fenugreek, Ginger, Green cinnamon, Clove, Nutmeg, Bay leaf, Black cardamom), Onion powder, Garlic powder, Red chilli powder, Red chilli bits, Coriander powder, Turmeric powder, Ginger powder, Aniseed powder, Black pepper powder, Cumin powder, Cumin, Fenugreek powder, Capsicum extract, Compounded asafoetida, Star anise powder, Coriander extract & Cumin extract), Dehydrated Vegetables (16.7%) (Carrot bits (8.5%), Green peas (8.2%)), Toasted onion flakes (Onion (12.4%), Corn oil), Resultant Wheat Flour (Resultant Atta), Sugar, lodized salt, Toasted onion powder (Onion (5.9%), Corn oil), Thickener (508), Palm oil, Flavour enhancer (635), Yeast extract powder, Starch, Dehydrated kasuri methi leaves, Acidity regulator (330), Wheat gluten and Mineral.",321.0,2.0,11.1,8.1,5.499845732300528,8.842546972613409,64.24578751519033
Bingo Tedhe Medhe Chatpata Twist,8901725011017,,551.0,4.2,35.2,7.7,9.175792685919014,9.886546943217889,449.1369211569038
Patanjali nariyal,8904422705272,"Wheat flour (Atta-55.5%), Sugar, Refined palm oil, Invert syrup, Desiccated Coconut powder (1.85%), Milk solids, Raising agents [INS 503(i), INS 500(ii), INS 341}], lodized Salt, Honey, Emulsifier INS 322(1), Desi ghee, Dough conditioner (INS 223), Nature Identical flavouring substances (Elaichi & Coconut).",494.7,20.1,21.3,3.31,7.834678064820691,10.021280716622531,250.70700021599177
Balaji Wafers Shing Bhujia,8906010500276,"PEANUT (63%), CHICKPEA FLOUR (13%), EDIBLE VEGETABLE OIL (PALMOLEIN, RICE BRAN), CORN FLOUR, BLACK GRAM FLOUR SPICES & CONDIMENTS 2% (CHILLI, BLACK PEPPER, GINGER, DRY MANGO, CLOVE, CAROM SEEDS, TAMARIND), EDIBLE COMMON SALT, ACIDITY REGULATOR (INS 330).",640.0,2.0,47.4,20.3,3.718316847421302,12.794341877982042,284.21135282488734
munch crunchilious cereal,8901058012897,"Whole wheat flour (Atta) (48.8%), Sugar, Rice Flour (9.6%), Degermed maize (Corn) grits (5.7%), Cocoa Solids (5.5%), Glucose Syrup, Minerals, Palm oil, Nature-Identical Flavouring Substances, lodized Salt, Vitamins and Antioxidant (307b). Allergen Note: Contains Wheat and Sulphite. May contain Milk Oat, Soy, Barley, Nut, Mustard, Celery, Sesame and Lupin.",279.0,22.0,2.2,6.2,15.46767090900348,6.521719302592139,284.21135282488734
Pazzta Cheese Macaroni,8901058003000,,321.0,10.0,3.07,9.87,12.190142552838623,0.5895647963319056,284.21135282488734
Cow Milk,8901648920120,Cow Milk,68.0,4.8,4.1,3.1,12.503632723868401,8.78770849788994,105.28850888227026
Mille Jowar Puff,8906131682189,"Puff 88%: Supergrain Blend (Jowar, Foxtail Millet, Corn, Rice)(72%), Rice Bran Oil (16%). Seasoning 12%: Vegetables and Spices (Onion, Garlic, Tomato, Chilli, Amchur, Tamarind), Salt, Natural and Nature Identical Flavours, Raw Sugar, Acidity Regulators (INS330, INS296, INS334), Potassium Chloride - Salt Substitute (INS 508). Rosemary Extract - Antioxidant (INS 392).",438.3,2.7,18.6,6.7,14.166461142567579,6.710321657098728,64.24578751519033
banana sily yellow,604,,546.0,10.0,33.4,3.1,9.49707701072279,6.521719302592139,263.01949608878306
Rice Kramer Peanut Mix,8901537077614,,490.0,1.5,24.0,15.0,4.073508264951358,3.053273352009243,24.6018842274958
Ready To Cook Chapati,8901725110536,,250.0,5.1,5.5,8.3,0.5096314364864687,13.789334841583347,108.15703817617246
Hazelnut Chocolate ice cream,8901030953408,,165.0,15.9,8.8,2.8,18.195476001367762,7.444154655210581,265.33712799426144
Extra Virgin Olive Oil,8908000258723,Extra Virgin Olive Oil,900.0,10.0,100.0,7.3,1.3945267004070623,6.699970060144198,310.91642568659927
Nanda's Cream Bun Chocolate,8908007129477,"Refined Wheat flour, Sugar, Edible Vegetable Oil, Refined Sunflower Oil), Water, lodised Salt, Yeast, Skimmed Milk Powder, Wheat Gluten, Preservative (INS232), Bun Improver (INS1100), Acidity Regulator (INS260). Antioxidant (INS300).",415.7,14.7,19.0,5.9,12.013303835521027,13.259576488561766,348.6260672362391
Heritage Doodh Peda,8904089930529,"Milk Solids & Sugar, Contains Permitted Preservatives (INS 202 & INS 211)",400.0,10.0,18.0,12.2,2.405794284550081,10.936300209741267,222.34425390676185
Campa lime,8904132949706,"INGREDENTS CARBONATED WATER, SUGAR ADD REGULATORS (330, 331( PRESERVATIVE (211), NATURE IDENTICAL FLAVOURING SUBSTANCES",46.0,11.5,13.53,7.3,2.9043920769977767,14.407249278504088,482.24983928154194
Mr.Noodles,8906065794613,,229.0,1.0,8.5,5.0,5.249721633840336,13.789334841583347,12.761032332100278
Wild Date,8906131940128,"Nuts 42%(Almonds 18%, Cashew Nuts 15%, Peanut 9%), Wild - honey, Cranberries 11%, Pumpkin Seeds, Sunflower Seeds, Coconut Flakes, Cinnamon Powder, Salt CONTAINS ADDED NATURAL FLAVOUR (Vanilla Extract)",488.0,20.0,30.8,14.0,5.91367850585084,4.734004354696222,277.16719561653315
RiteBite MAXPROTEIN snack,8906009532950,"Millets & Pulses Blend Flour (55%) (Jowar Sorghum, Chickpeas, Quinoa, Whole Grain Oats, Ragi, Soy,Urad), Rice Bran Oil, Soy Protein Concentrate, Dietary Fiber, Sugar, Ajwain Powder, Black Pepper, Rock Salt, Fenugreek Powder, Mixed Spices & % Herbs (Chilli, Oregano), Garlic Powder,  Tamarind Powder, Onion Powder, Soya Sauce Powder, Acidity Regulator (E330), Anti-Caking Agent (551). CONTAINS PERMITTED NATURAL COLOUR (E150a) AND ADDED FLAVOURS (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)",477.0,3.0,22.7,16.7,7.199391201202426,1.9716726360279155,300.4584266704907
Swing Coconut Water Drink,8906080604751,"WATER, COCONUT WATER CONCENTRATE (4.3%), SUGAR, MINERAL (POTASSIUM CHLORIDE) NATURE-IDENTICAL FLAVOURING SUBSTANCES, IODISED SALT, PRESERVATIVES (242, 202, 224), ACIDITY REGULATOR (CITRIC ACID) AND ANTIOXIDANT (ASCORBIC ACID).",25.0,6.0,13.53,7.3,17.33690530092121,11.96713136611336,118.42919229832918
Saloni Kacchi Ghani Mustard Oil,8908008717031,,888.0,10.0,99.9,7.3,17.907064273510212,8.465431831203553,104.88037843630475
Nandini Paneer,8906036670977,,344.0,10.0,28.0,21.4,10.33326532443087,4.114326551010618,212.91345024075804
bounce,8909081001147,,467.0,36.5,15.5,5.4,14.66667944204696,7.6744967647124245,222.34425390676185
